,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,building_city,building_kind,building_state,consumption_avg,consumption_max,file_path,highest_peak_time,measure,n_peaks,std_dev,time_peaks
0,0.6592609154287382,0.4873843455700531,0.5552948123395501,0.5588087388161881,0.554835367220297,0.5367974718703771,0.5179174185263064,0.5108333301243647,0.5320367023682859,0.6217324126781283,0.7960060257264541,0.9105432084039382,0.41369124624475856,0.9468741816747346,1.0,0.9898461100776851,0.8293605788944888,0.38276400615467593,0.3764622420544961,0.3769186040212297,0.4059707014333568,0.5002476061331125,0.6369136895194373,0.6157512256491877,,residential,AK,1.0606429852027712,1.7297497675897957,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Anchorage.702730_TMY2.csv,21.0,kWh,1.0,0.3406725066971061,[21]
1,0.651770915700012,0.47626758500484917,0.5334306514222339,0.5343680364047461,0.5325162593854623,0.517466240622015,0.501043116609647,0.49680210598827834,0.5210174405574326,0.6138457937830293,0.7903532275809703,0.9076731624232116,0.4003628476539597,0.9456942743131845,1.0,0.9893555598365134,0.8253294515662356,0.3681929115732031,0.3612255979943419,0.3603692378396478,0.3889076416312193,0.4826074272744194,0.6208739566062819,0.5976434221687331,,residential,AK,1.0197787531203022,1.6976133512591425,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Annette.703980_TMY2.csv,21.0,kWh,1.0,0.3440202576794096,[21]
2,0.6857534635673344,0.52747974887185,0.5866791023802753,0.5954438204128443,0.5970827401389726,0.5773085641500496,0.5597982442005353,0.5535681061953613,0.5728043813352629,0.6544031935056287,0.8146359314593629,0.925939243479064,0.4597448291464701,0.9528265566352441,1.0,0.9898231675730248,0.8420638856723391,0.4308214760480937,0.42440718751879325,0.4237243624924719,0.44940290572387165,0.5357773601158095,0.6632857837562809,0.6418890459884966,,residential,AK,1.213095955716271,1.8826341542803318,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Barrow.700260_TMY2.csv,21.0,kWh,1.0,0.3430519457461203,[21]
3,0.6678024293335857,0.5006614444640662,0.5701183746089963,0.5752246476834723,0.5742605716973915,0.5549711138278389,0.5353097040134239,0.5269589315230783,0.5460978628487668,0.632317658435072,0.8012276599951492,0.9134196803136242,0.42910147672283894,0.9484525922260639,1.0,0.9900499890375303,0.8334665280817818,0.3991558777463897,0.3932881621910473,0.393660800228216,0.4218936539257532,0.5143066687270956,0.6495577456564371,0.628389916466418,,residential,AK,1.107370996970482,1.771829800751973,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Bethel.702190_TMY2.csv,21.0,kWh,1.0,0.3388328491076767,[21]
4,0.6754892483973899,0.5123416632048408,0.5792466745719599,0.5842357974187671,0.5795718940977633,0.5584220707500106,0.53828549980916,0.5302383106133434,0.5497608606355289,0.6354453479896308,0.8043903821872787,0.9149090967670843,0.44292202940462894,0.9487619950077075,1.0,0.9907121046466547,0.8376117748124501,0.4143374413966201,0.40937359981791405,0.41013703058310835,0.43796567936584657,0.5292826723224384,0.6595006582183331,0.6382602815031853,,residential,AK,1.1431967852205394,1.8072826275631695,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Bettles.701740_TMY2.csv,21.0,kWh,1.0,0.3376323497237042,[21]
5,0.6675961009382492,0.5002956909225401,0.5675301644609423,0.5689126810913734,0.5632609293502825,0.5434879325751486,0.5246783791713865,0.5177231907271981,0.5398912478638059,0.6286408505329528,0.8003171665796122,0.9128608719327227,0.4304643100062135,0.9476977768788992,1.0,0.9898263440467027,0.8336987492347985,0.4010421063945446,0.3957454738980598,0.39725741261629316,0.4258206303444576,0.5178051118258312,0.6503858250728792,0.6283046745219792,,residential,AK,1.106696608321296,1.776251311951685,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Big.Delta.702670_TMY2.csv,21.0,kWh,1.0,0.3399107064441619,[21]
6,0.6581024004273942,0.48602998444734763,0.55132655915431,0.5543300826443273,0.5569472822372498,0.5401858995009701,0.5227247688014046,0.5159861563575312,0.5370255952519439,0.6256707881162394,0.7950286995197452,0.9111766983782529,0.4119297478209245,0.9478150380390767,1.0,0.9891611941203574,0.8284393632776071,0.3802923108372609,0.3733016622930769,0.37276658380100236,0.40096543353719893,0.49261496266409255,0.6318370924208154,0.6107902294729599,,residential,AK,1.0595208589215204,1.73048349223865,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Cold.Bay.703160_TMY2.csv,21.0,kWh,1.0,0.34206907688616467,[21]
7,0.669901580113986,0.5039899845853841,0.5720271944552542,0.5741205087742072,0.5698370489701151,0.5486398188534287,0.5286654075179917,0.5209332501863307,0.5416738350981987,0.6294315879281178,0.8012440627488449,0.912900301881312,0.43329497898197367,0.9480060969060422,1.0,0.9907765365526885,0.8350932828797921,0.40405514952045124,0.3987238134268044,0.3997491200894258,0.4283650223679023,0.5208984200891766,0.6534998641930019,0.631943352721506,,residential,AK,1.1181056881930072,1.7868522507398878,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Fairbanks.702610_TMY2.csv,21.0,kWh,1.0,0.3399913424692535,[21]
8,0.6703753663735796,0.5031469039770501,0.5707329106230148,0.5734361085765568,0.563737655317884,0.5430871812376271,0.5226251140716975,0.5145809043758287,0.535483018314705,0.6241989865082951,0.7983044174533951,0.909701211996477,0.4324257277698569,0.9465346315902993,1.0,0.991409927423239,0.8354917851438954,0.4035016662381352,0.3986524181752024,0.39950520701498415,0.4279302069213074,0.5220550432465426,0.6545696868880924,0.6323677766302044,,residential,AK,1.103231076102576,1.7682519197344746,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_Gulkana.702710_TMY2.csv,21.0,kWh,1.0,0.3370957379815098,[21]
9,0.6645481298312739,0.4945549445164912,0.5641885246434657,0.5683273984980729,0.5635986544444076,0.5441909665272048,0.52400421308507,0.5154295267474218,0.5355113085365866,0.6238166498713783,0.796439460277884,0.9096624600788329,0.42230249836156675,0.9465712744001405,1.0,0.9904780381712779,0.8320251865352244,0.39229355923403564,0.38656396820497313,0.3870121602009972,0.41569292988506007,0.5096460005563301,0.6464128513422539,0.6245277644283006,,residential,AK,1.078007665295121,1.7413201573669541,RESIDENTIAL/EPLUS_TMY2_RESIDENTIAL_BASE/BASE/USA_AK_King.Salmon.703260_TMY2.csv,21.0,kWh,1.0,0.3371772594511885,[21]
