,building_city,building_kind,building_state,consumption_avg,consumption_max,file_path,highest_peak_time,n_peaks,std_dev,time_peaks
385,ATLANTA,HospitalNew,GA,1120.0565721914852,1334.3700201938784,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgHospitalNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,15.0,1.0,190.5376432448294,[15]
386,ATLANTA,LargeHotelNew,GA,289.4391527977952,424.1028474659473,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgLargeHotelNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,21.0,2.0,76.35973903482082,[ 8 21]
387,ATLANTA,LargeOfficeNew,GA,780.2658876713314,1189.6580806681388,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgLargeOfficeNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,9.0,2.0,367.88715163279886,[ 9 17]
388,ATLANTA,MediumOfficeNew,GA,87.68756034170566,131.77247995420157,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgMediumOfficeNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,9.0,2.0,37.827301719604456,[ 9 14]
389,ATLANTA,MidriseApartmentNew,GA,29.83008985826942,48.16909383405386,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgMidriseApartmentNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,19.0,1.0,9.479929745576301,[19]
390,ATLANTA,OutPatientNew,GA,162.48037443969898,227.92930166822623,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgOutPatientNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,15.0,1.0,57.403479332937266,[15]
391,ATLANTA,PrimarySchoolNew,GA,108.36808843108463,169.25035491456512,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgPrimarySchoolNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,16.0,1.0,47.804291153924964,[16]
392,ATLANTA,QuickServiceRestaurantNew,GA,22.867342749541052,30.5858270505282,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgQuickServiceRestaurantNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,20.0,3.0,7.334406069396607,[ 7 12 20]
393,ATLANTA,SecondarySchoolNew,GA,423.5133887994638,681.3153390539802,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgSecondarySchoolNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,17.0,1.0,225.0375633019546,[17]
394,ATLANTA,SmallHotelNew,GA,71.31969290208659,108.74581108917344,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgSmallHotelNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,21.0,2.0,20.930358220212586,[ 9 21]
395,ATLANTA,SmallOfficeNew,GA,7.839372851898628,11.548049006066412,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgSmallOfficeNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,17.0,2.0,2.8544405569001903,[12 17]
396,ATLANTA,Stand-aloneRetailNew,GA,40.09803493602919,71.5269356675873,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgStand-aloneRetailNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,17.0,1.0,24.97008711350959,[17]
397,ATLANTA,StripMallNew,GA,36.37389079201801,63.00370021673227,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgStripMallNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,17.0,1.0,20.351486889782233,[17]
398,ATLANTA,SuperMarketNew,GA,201.89313152217582,285.6558606225663,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgSuperMarketNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,12.0,2.0,72.15766078912122,[12 17]
399,ATLANTA,WarehouseNew,GA,30.2377043894422,54.4496049314682,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Jonesboro.Muni.AP.723407_TMY3//RefBldgWarehouseNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,16.0,2.0,17.202471635955295,[12 16]
400,ATLANTA,FullServiceRestaurantNew,GA,38.97281105345929,53.47820146318865,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Little.Rock-Adams.Field.723403_TMY3//RefBldgFullServiceRestaurantNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,19.0,3.0,13.115158351903286,[ 9 13 19]
401,ATLANTA,HospitalNew,GA,1143.7698100909745,1355.5955314385606,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Little.Rock-Adams.Field.723403_TMY3//RefBldgHospitalNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,12.0,2.0,186.98659171712552,[12 17]
402,ATLANTA,LargeHotelNew,GA,295.961752041386,430.3193205147626,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Little.Rock-Adams.Field.723403_TMY3//RefBldgLargeHotelNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,21.0,2.0,76.85015489528871,[ 8 21]
403,ATLANTA,LargeOfficeNew,GA,799.8956814868559,1220.387975386481,COMMERCIAL_LOAD_DATA_E_PLUS_OUTPUT.part1//USA_AR_Little.Rock-Adams.Field.723403_TMY3//RefBldgLargeOfficeNew2004_v1.3_7.1_3A_USA_GA_ATLANTA.csv,17.0,2.0,383.3890375199048,[ 9 17]
